,Status,Brkr Code,Side,Security,Exch Code,Qty,LmtPx,TIF,FillQty,AvgPx,Data Export Restricted,Data Export Restricted,Data Export Restricted,Data Export Restricted,AvgPx Vs OMS Benchmark Px (Bps),FillQty % Avg Vol 20D,Avg Vol 20D,Data Export Restricted,Volatil 30D,Bid Ask Sprd,Handling Inst,% Filled,GICS Sector,Working Qty,Curncy,Strategy Name,Data Export Restricted,Create Time (As of)
MODR,Filled,BTIA,Sell,BWX,UP,89,MKT,DAY,89,23,,,,,,0.198659380513018,44800.30078125,,8.43039962708572,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,VGIT,UQ,2529,MKT,DAY,2529,59.8,,,,,,0.547134951300879,462226,,4.28008430313701,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,ICBI,Sell,VCSH,UQ,586,MKT,DAY,586,79.94,,,,,,0.13094152768095,447528,,2.70753290248927,0.01,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,BND,UQ,1796,MKT,DAY,1796,74.16,,,,,,0.203634265036629,881973.375,,4.48271265046867,0.01,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,LQD,UP,250,MKT,DAY,250,110.43,,,,,,0.00504784651800557,4952607,,5.80492158421912,0.02,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,EMB,UQ,90,MKT,DAY,90,96.57,,,,,,0.00673446716194308,1336408.625,,6.75606530910246,0.02,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,TLT,UQ,50,MKT,DAY,50,87.15,,,,,,0.000638777104669953,7827456.5,,9.57929758935427,0.01,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,BTIA,Sell,IGIB,UQ,229,MKT,DAY,229,53.945,,,,,,0.0951793936093298,240598.296875,,4.98569907003698,0.02,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,IGOV,UQ,4605,MKT,DAY,4605,42.8,,,,,,10.1783587103026,45243.05078125,,9.2061340868364,0.02,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,CICD,Sell,VGSH,UQ,43,MKT,DAY,43,58.79,,,,,,0.0122286153865842,351634.25,,1.89543103561189,0.01,AUTO,100,,0,USD,SMART US,,01/29/26
MODR,Filled,ICBI,Buy,VWO,UP,257,MKT,GTC,257,58.09,,,,,,0.0196922360198773,1305082.875,,22.5854100657988,0.02,MAN,100,,0,USD,NONE,,01/28/26
MODR,Filled,ICBI,Buy,INFL,UP,1290,MKT,DAY,1290,50.48,,,,,,3.0821573570874,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,01/28/26
MODR,Filled,ICBI,Sell,VUG,UP,184,MKT,DAY,184,491.88,,,,,,0.0148224677193438,1241358.75,,21.012012828998,0.02,AUTO,100,,0,USD,NONE,,01/28/26
MODR,Filled,ICBI,Sell,SLV,UP,3,MKT,DAY,3,96.03,,,,,,6.42975450340005E-05,4665808,,57.1906227997258,0.04,AUTO,100,,0,USD,NONE,,01/27/26
MODR,Filled,ICBI,Buy,SPY,UP,311,MKT,DAY,311,694.18,,,,,,0.00286523395141927,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,01/27/26
MODR,Filled,ICBI,Buy,GLD,UP,280,MKT,DAY,280,465.14,,,,,,0.0141363673511761,1980706.875,,25.7418834475073,0.03,AUTO,100,,0,USD,NONE,,01/27/26
MODR,Filled,ICBI,Sell,SLV,UP,98,MKT,DAY,98,98.16,,,,,,0.00210038647111068,4665808,,57.1906227997258,0.04,AUTO,100,,0,USD,NONE,,01/27/26
MODR,Filled,ICBI,Buy,VOO,UP,283,MKT,GTC,283,635.09,,,,,,0.0249486178586923,1134331.375,,14.9497810328303,0.06,MAN,100,,0,USD,NONE,,01/26/26
MODR,Filled,BTIA,Buy,PAVE,UF,539,MKT,DAY,539,51.62,,,,,,0.342793340412588,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,01/23/26
MODR,Filled,ICBI,Buy,INFL,UP,502,MKT,DAY,502,49.94,,,,,,1.19941317306812,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,01/23/26
MODR,Filled,BTIA,Buy,COWZ,UF,257,MKT,DAY,257,62.155,,,,,,0.292434753118165,87882.8515625,,12.2724471353339,0.02,ANY,100,,0,USD,CARE,,01/23/26
MODR,Filled,ICBI,Buy,AMZN,UW,42,MKT,GTC,42,234.81,,,,,,0.000287200872598308,14623911,,33.1024499736,0.02,MAN,100,Consumer Discretionary,0,USD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,VWO,UP,300,MKT,GTC,300,56.44,,,,,,0.0229870459375999,1305082.875,,22.5854100657988,0.02,MAN,100,,0,USD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,ZLAB,UQ,1000,MKT,GTD,1000,18.24,,,,,,0.31129549316113,321238.1875,,48.6014724864517,0.01,MAN,100,Health Care,0,USD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,APLS,US,500,20,GTD,500,20,,,,,,,0,,,,MAN,100,,0,USD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,EWTX,UW,1000,29,GTD,1000,28.998,,,,,,0.19244446203173,519630.4375,,69.686792571882,0.03,MAN,100,Health Care,0,USD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,VERA,UQ,500,45,GTD,500,45,,,,,,0.121953747821601,409991.5,,67.0629519533178,0.04,MAN,100,Health Care,0,USD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,3067,HK,2500,MKT,DAY,2500,12.19,,,,,,0.00577571022753526,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,01/23/26
MODR,Filled,ICBI,Buy,INFL,UP,2033,MKT,DAY,2033,49.41,,,,,,4.85738442399898,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,01/22/26
MODR,Filled,ICBI,Buy,QQQ,UQ,70,610,GTC,70,610,,,,,,0.000642916179619392,10887889,,26.6496390402537,0.06,MAN,100,,0,USD,NONE,,01/22/26
MODR,Filled,ICBI,Buy,IGOV,UQ,31000,MKT,DAY,31000,41.75,,,,,,68.518809993351,45243.05078125,,9.2061340868364,0.02,AUTO,100,,0,USD,NONE,,01/21/26
MODR,Filled,ICBI,Buy,WIP,UP,25000,MKT,DAY,25000,40.25,,,,,,196.90543116713,12696.4501953125,,10.7111061696346,0.09,AUTO,100,,0,USD,NONE,,01/21/26
MODR,Filled,ICBI,Sell,GLD,UP,112,MKT,DAY,112,446.87,,,,,,0.00565454694047043,1980706.875,,25.7418834475073,0.03,AUTO,100,,0,USD,NONE,,01/21/26
MODR,Filled,ICBI,Sell,SPGP,UP,391,MKT,DAY,391,114.35,,,,,,3.90017149166578,10025.2001953125,,18.2574147658192,0.06,AUTO,100,,0,USD,NONE,,01/21/26
MODR,Filled,ICBI,Buy,AVGO,UW,94,330,GTC,94,330,,,,,,0.000806473061654866,11655690,,68.0171356564077,0.58,MAN,100,Information Technology,0,USD,NONE,,01/21/26
MODR,Filled,ICBI,Sell,SPY,UP,1240,MKT,DAY,1240,681.45,,,,,,0.0114240839220575,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,01/20/26
MODR,Filled,ICBI,Sell,TIP,UP,4000,MKT,DAY,4000,109.71,,,,,,0.740778122599705,539972.75,,5.14215177806949,0.01,AUTO,100,,0,USD,NONE,,01/20/26
MODR,Filled,ICBI,Sell,TLT,UQ,12160,MKT,DAY,12160,86.62,,,,,,0.155350591855732,7827456.5,,9.57929758935427,0.01,AUTO,100,,0,USD,NONE,,01/20/26
MODR,Filled,ICBI,Sell,TIP,UP,1811,MKT,DAY,1811,109.71,,,,,,0.335387295007017,539972.75,,5.14215177806949,0.01,AUTO,100,,0,USD,NONE,,01/20/26
MODR,Filled,ICBI,Sell,QQQ,UQ,375,MKT,DAY,375,610.75,,,,,,0.0034441938193896,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,01/20/26
MODR,Filled,BTIA,Sell,SMR,UN,232,MKT,DAY,232,19.6,,,,,,0.00371317336278264,6248025,,107.918174479466,0.01,ANY,100,Industrials,0,USD,CARE,,01/20/26
MODR,Filled,BTIA,Sell,ETHA,UQ,102,MKT,DAY,102,23.15,,,,,,0.00140408895481683,7264497,,61.6622516031175,0.01,ANY,100,,0,USD,CARE,,01/20/26
MODR,Filled,BTIA,Sell,ARKB,UF,120,MKT,DAY,120,30.16,,,,,,0.0458719267750256,261597.90625,,42.1400841613454,0.01,ANY,100,,0,USD,CARE,,01/20/26
MODR,Filled,ICBI,Buy,SPY,UP,144,MKT,DAY,144,693.65,,,,,,0.00132666781030346,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,01/16/26
MODR,Filled,EFIX,Buy,9626,HK,3,MKT,DAY,3,42,,,,,,5.40006858087098E-05,5555485,,51.2531,0.1,ANY,100,Communication Services,0,HKD,,,01/16/26
MODR,Filled,ICBI,Buy,3905,JP,2000,MKT,GTD,2000,2273,,,,,,0.0556716928926733,3592490,,176.6471,10,MAN,100,Information Technology,0,JPY,NONE,,01/15/26
MODR,Filled,ICBI,Buy,XLE,UP,800,MKT,DAY,800,47.63,,,,,,0.00817018745575971,9791697,,26.2914103297151,0.01,MAN,100,,0,USD,NONE,,01/15/26
MODR,Filled,ICBI,Sell,APLD,UW,1000,MKT,DAY,1000,36,,,,,,0.0197020614857994,5075611,,105.947151722873,0.04,AUTO,100,Information Technology,0,USD,NONE,,01/14/26
MODR,Filled,BTIA,Buy,PAVE,UF,785,MKT,DAY,785,50.69,,,,,,0.499244475368983,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,01/14/26
MODR,Filled,BTIA,Buy,PAVE,UF,1295,MKT,DAY,1295,50.69,,,,,,0.823594389302972,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,01/14/26
MODR,Filled,ICBI,Sell,GLD,UP,400,MKT,OPG,400,426.11,,,,,,0.0201948105016801,1980706.875,,25.7418834475073,0.03,MAN,100,,0,USD,NONE,,01/14/26
MODR,Filled,ICBI,Sell,GLD,UP,400,MKT,OPG,400,426.11,,,,,,0.0201948105016801,1980706.875,,25.7418834475073,0.03,MAN,100,,0,USD,NONE,,01/14/26
MODR,Filled,ICBI,Sell,SLV,UP,1200,MKT,OPG,1200,83.38,,,,,,0.0257190180136002,4665808,,57.1906227997258,0.04,MAN,100,,0,USD,NONE,,01/14/26
MODR,Filled,ICBI,Sell,SLV,UP,1000,MKT,OPG,1000,83.38,,,,,,0.0214325150113335,4665808,,57.1906227997258,0.04,MAN,100,,0,USD,NONE,,01/14/26
MODR,Filled,ICBI,Buy,3905,JP,2000,MKT,GTD,2000,2185,,,,,,0.0556716928926733,3592490,,176.6471,10,MAN,100,Information Technology,0,JPY,NONE,,01/13/26
MODR,Filled,ICBI,Buy,VUG,UP,67,MKT,DAY,67,492.25,,,,,,0.00539731161519585,1241358.75,,21.012012828998,0.02,AUTO,100,,0,USD,NONE,,01/13/26
MODR,Filled,ICBI,Buy,VXUS,UQ,420,MKT,DAY,420,78.4,,,,,,0.0529271760650078,793543.1875,,21.348132564437,0.01,AUTO,100,,0,USD,NONE,,01/13/26
MODR,Filled,ICBI,Buy,SLV,UP,128,MKT,DAY,128,80.05,,,,,,0.00274336192145069,4665808,,57.1906227997258,0.04,AUTO,100,,0,USD,NONE,,01/13/26
MODR,Filled,ICBI,Buy,PHAT,UW,1500,MKT,DAY,1500,15.01,,,,,,0.430057970022451,348790.1875,,59.0548552025028,0.01,AUTO,100,Health Care,0,USD,NONE,,01/12/26
MODR,Filled,ICBI,Sell,APLD,UW,1000,MKT,DAY,1000,36.63,,,,,,0.0197020614857994,5075611,,105.947151722873,0.04,AUTO,100,Information Technology,0,USD,NONE,,01/12/26
MODR,Filled,BTIA,Sell,REKR,UR,1930,MKT,DAY,1930,1.69,,,,,,0.443923945535075,434759.15625,,68.3995713704744,0.0014,ANY,100,Information Technology,0,USD,CARE,,01/12/26
MODR,Filled,BTIA,Sell,PPTA,UR,192,MKT,DAY,192,30.5,,,,,,0.0349417415842099,549486.0625,,84.7795727789899,0.02,ANY,100,Materials,0,USD,CARE,,01/12/26
MODR,Filled,ICBI,Sell,NLY,US,250,MKT,DAY,250,23.12,,,,,,0.00289604853870024,8632452,,20.4960195179915,0.01,AUTO,100,Financials,0,USD,NONE,,01/12/26
MODR,Filled,ICBI,Sell,KNSL,UN,25,MKT,DAY,25,398.35,,,,,,0.027651349662377,90411.5,,32.8499049921316,0.17,AUTO,100,Financials,0,USD,NONE,,01/12/26
MODR,Filled,ICBI,Sell,VOO,UP,18,MKT,DAY,18,635.27,,,,,,0.00158683788500516,1134331.375,,14.9497810328303,0.06,AUTO,100,,0,USD,NONE,,01/12/26
MODR,Filled,ICBI,Buy,AVGO,UW,54,MKT,DAY,54,413.84,,,,,,0.000463293035418753,11655690,,68.0171356564077,0.58,AUTO,100,Information Technology,0,USD,NONE,,06/22/26
MODR,Filled,ICBI,Buy,AMD,UW,137,MKT,DAY,137,532.73,,,,,,0.00149170882105134,9184098,,76.3136209917408,0.5,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,GEV,US,65,MKT,DAY,65,1100,,,,,,0.00207508155868634,3132407,,50.4387104484566,0.53,AUTO,100,Industrials,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,AEM,UN,331,MKT,DAY,331,172.77,,,,,,0.0580913736942604,569792,,51.8415019556478,0.02,AUTO,100,Materials,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,AVGO,UW,123,MKT,DAY,123,409.8,,,,,,0.00105527858067605,11655690,,68.0171356564077,0.58,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,TSM,UN,113,MKT,DAY,113,439.2,,,,,,0.00364505105692368,3100093.75,,48.2446092894198,0.21,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,NEM,UN,718,MKT,DAY,718,107.46,,,,,,0.0264684506574442,2712663.5,,53.4158341602672,0.03,AUTO,100,Materials,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,META,UW,86,MKT,DAY,86,572.86,,,,,,0.00158209029633195,5435846.5,,39.7370115569344,0.29,AUTO,100,Communication Services,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,GOOGL,UW,169,MKT,DAY,169,365.96,,,,,,0.00152790777801796,11060877,,32.8793099796081,0.19,AUTO,100,Communication Services,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,MU,UW,121,MKT,DAY,121,1110,,,,,,0.000820800690395133,14741703,,110.163922961562,1.19,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,SNDK,UW,49,MKT,DAY,49,2041.76,,,,,,0.00203378574689744,2409300,,92.7654030886812,0.86,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,NVDA,UW,567,MKT,DAY,567,207.5,,,,,,0.00116419397615238,48703224,,44.0791454419663,0.02,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,MSFT,UW,134,MKT,DAY,134,378.1,,,,,,0.00106657904799383,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,ALB,UN,293,MKT,DAY,293,168.82,,,,,,0.0419064315556145,699176.6875,,53.0119531626389,0.07,AUTO,100,Materials,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,LLY,UN,53,MKT,DAY,53,1122.33,,,,,,0.00599864450441045,883532.9375,,30.2907583729295,0.69,AUTO,100,Health Care,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Sell,URI,UN,100,1049,GTD,100,1063.59,,,,,,0.0661487426829413,151174.453125,,32.9683614625104,0.69,MAN,100,Industrials,0,USD,NONE,,06/18/26
MODR,Filled,ICBI,Buy,INFL,UP,588,MKT,DAY,588,51.17,,,,,,1.40489033020728,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,06/17/26
MODR,Filled,ICBI,Buy,MSFT,UW,76,MKT,DAY,76,390,,,,,,0.000604925430205455,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,06/17/26
MODR,Filled,ICBI,Buy,GOOG,UW,80,MKT,DAY,80,367.2,,,,,,0.000950325985571201,8418164,,32.7753573050057,0.06,AUTO,100,Communication Services,0,USD,NONE,,06/17/26
MODR,Filled,ICBI,Buy,MSFT,UW,38,MKT,DAY,38,390,,,,,,0.000302462715102727,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,06/17/26
MODR,Filled,ICBI,Buy,GLD,UP,75,MKT,DAY,75,399.14,,,,,,0.00378652696906502,1980706.875,,25.7418834475073,0.03,AUTO,100,,0,USD,NONE,,06/15/26
MODR,Filled,ICBI,Buy,SPY,UP,53,MKT,DAY,53,751.76,,,,,,0.000488287457958911,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,06/15/26
MODR,Filled,ICBI,Buy,MSFT,UW,200,MKT,DAY,200,396.65,,,,,,0.00159190902685646,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,06/15/26
MODR,Filled,ICBI,Buy,PAVE,UF,1365,MKT,DAY,1365,58.71,,,,,,0.86811300494097,157237.59375,,22.8223966938146,0.03,AUTO,100,,0,USD,NONE,,06/15/26
MODR,Filled,ICBI,Buy,SPY,UP,101,MKT,DAY,101,751.76,,,,,,0.000930510061393396,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,06/15/26
MODR,Filled,ICBI,Buy,SPY,UP,26,MKT,DAY,26,751.76,,,,,,0.000239537243527013,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,06/15/26
MODR,Filled,ICBI,Buy,GDX,UP,636,MKT,DAY,636,78.47,,,,,,0.00759095857156779,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,06/12/26
MODR,Filled,ICBI,Buy,SMH,UQ,34,MKT,DAY,34,583.1,,,,,,0.00136064739603103,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,06/11/26
MODR,Filled,ICBI,Buy,SMH,UQ,23,MKT,DAY,23,583.1,,,,,,0.000920437944373933,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,06/11/26
MODR,Filled,ICBI,Buy,SMH,UQ,34,MKT,DAY,34,583.1,,,,,,0.00136064739603103,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,06/11/26
MODR,Filled,ICBI,Buy,SPY,UP,21,725,GTC,21,725,,,,,,0.000193472389002587,10854262,,14.9237476209207,0.02,MAN,100,,0,USD,NONE,,06/11/26
MODR,Filled,ICBI,Buy,SPY,UP,41,725,GTC,41,725,,,,,,0.000377731807100289,10854262,,14.9237476209207,0.02,MAN,100,,0,USD,NONE,,06/10/26
MODR,Filled,ICBI,Buy,AVGO,UW,75,400,GTC,75,400,,,,,,0.000643462549192712,11655690,,68.0171356564077,0.58,MAN,100,Information Technology,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,MSFT,UW,73,408,GTC,73,408,,,,,,0.000581046794802608,12563532,,35.5249743262538,0.04,MAN,100,Information Technology,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,SPY,UP,67,MKT,DAY,67,743.62,,,,,,0.000617269050627302,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,INFL,UP,988,MKT,DAY,988,50.81,,,,,,2.36059803783128,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,SPY,UP,40,MKT,DAY,40,743.62,,,,,,0.000368518836195404,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,SPY,UP,202,MKT,DAY,202,743.62,,,,,,0.00186102012278679,10854262,,14.9237476209207,0.02,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,QQQ,UQ,208,MKT,DAY,208,722.7,,,,,,0.00191037950515476,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,ACWI,UQ,419,MKT,DAY,419,156.22,,,,,,0.062300490207467,672546.875,,16.6971217301847,0.07,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Sell,3067,HK,50000,MKT,DAY,50000,10.07,,,,,,0.115514204550705,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,06/09/26
MODR,Filled,ICBI,Sell,TLT,UQ,1176,MKT,DAY,1176,84.98,,,,,,0.0150240375018373,7827456.5,,9.57929758935427,0.01,AUTO,100,,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,ROOT,UW,1300,52,GTD,1300,52,,,,,,1.35848334478193,95694.953125,,82.5179671066888,0.23,MAN,100,Financials,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,FOUR,UN,1800,38,GTD,1800,37.43,,,,,,0.347515945763138,517961.84375,,58.5351672280912,0.04,MAN,100,Financials,0,USD,NONE,,06/09/26
MODR,Filled,ICBI,Buy,NVDA,UW,150,200,GTC,150,200,,,,,,0.000307987824378936,48703224,,44.0791454419663,0.02,MAN,100,Information Technology,0,USD,NONE,,06/08/26
MODR,Filled,ICBI,Sell,COWZ,UF,458,MKT,DAY,458,64.1,,,,,,0.521148314895406,87882.8515625,,12.2724471353339,0.02,AUTO,100,,0,USD,NONE,,06/08/26
MODR,Filled,ICBI,Buy,SMH,UQ,144,MKT,DAY,144,597.31,,,,,,0.00576274191260202,2498810.5,,55.8821326962082,0.89,AUTO,100,,0,USD,NONE,,06/08/26
MODR,Filled,ICBI,Buy,1306,JP,400000,MKT,GTD,400000,408.9,,,,,,1.80636327591206,22143940,,20.35029,0.1,MAN,100,,0,JPY,NONE,,06/05/26
MODR,Filled,ICBI,Buy,INFL,UP,1887,MKT,DAY,1887,52.22,,,,,,4.50855111071622,41853.80078125,,16.7350005960293,0.13,AUTO,100,,0,USD,NONE,,06/05/26
MODR,Filled,ICBI,Buy,QQQ,UQ,100,MKT,DAY,100,729.99,,,,,,0.00091845168517056,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,06/05/26
MODR,Filled,ICBI,Sell,CRWD,UW,22,MKT,DAY,22,678,,,,,,0.00199047107212201,1105266,,56.7305438602541,0.58,AUTO,100,Information Technology,0,USD,NONE,,06/04/26
MODR,Filled,ICBI,Sell,ADI,UW,74,MKT,DAY,74,427.78,,,,,,0.00329337043418972,2246938.25,,48.9720431449793,0.23,AUTO,100,Information Technology,0,USD,NONE,,06/04/26
MODR,Filled,ICBI,Sell,PANW,UW,56,MKT,DAY,56,270,,,,,,0.00180311352628151,3105739,,53.4890830803416,0.04,AUTO,100,Information Technology,0,USD,NONE,,06/04/26
MODR,Filled,ICBI,Sell,TSM,UN,213,MKT,DAY,213,428.18,,,,,,0.00687075995685614,3100093.75,,48.2446092894198,0.21,AUTO,100,Information Technology,0,USD,NONE,,06/04/26
MODR,Filled,ICBI,Sell,KLAC,UW,10,MKT,DAY,10,2053.85,,,,,,0.000185797646482632,5382199.5,,76.2014520927801,0.62,AUTO,100,Information Technology,0,USD,NONE,,06/04/26
MODR,Filled,ICBI,Buy,VEGI,UP,600,MKT,DAY,600,44.78,,,,,,7.49367720985419,8006.75,,15.3087075348816,0.12,AUTO,100,,0,USD,NONE,,06/03/26
MODR,Filled,ICBI,Buy,XBI,UP,783,MKT,DAY,783,127.57,,,,,,0.0341803258829972,2290791.5,,34.4808177527667,0.02,AUTO,100,,0,USD,NONE,,06/03/26
MODR,Filled,BTIA,Buy,PAVE,UF,843,MKT,DAY,843,56.71,,,,,,0.536131328326182,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,06/03/26
MODR,Filled,ICBI,Buy,GDX,UP,363,MKT,DAY,363,86.39,,,,,,0.00433257541113067,8378388.5,,58.1860535473364,0.05,AUTO,100,,0,USD,NONE,,06/03/26
MODR,Filled,ICBI,Buy,ACWI,UQ,631,MKT,DAY,631,159.69,,,,,,0.0938224566131543,672546.875,,16.6971217301847,0.07,AUTO,100,,0,USD,NONE,,06/03/26
MODR,Filled,ICBI,Buy,ACWI,UQ,937,MKT,DAY,937,159.69,,,,,,0.139321143972307,672546.875,,16.6971217301847,0.07,AUTO,100,,0,USD,NONE,,06/03/26
MODR,Filled,ICBI,Buy,GOOG,UW,246,MKT,DAY,246,358.39,,,,,,0.00292225240563144,8418164,,32.7753573050057,0.06,AUTO,100,Communication Services,0,USD,NONE,,06/03/26
MODR,Filled,ICBI,Buy,SGOV,UN,31000,MKT,DAY,31000,100.4,,,,,,3.15195986131631,983515.0625,,0.864246555392383,0.01,AUTO,100,,0,USD,NONE,,06/02/26
MODR,Filled,ICBI,Sell,VXUS,UQ,4403,MKT,DAY,4403,86.54,,,,,,0.554853229081499,793543.1875,,21.348132564437,0.01,AUTO,100,,0,USD,NONE,,06/02/26
MODR,Filled,ICBI,Buy,3905,JT,2000,MKT,DAY,2000,4310,,,,,,0.0556716928926733,3592490,,176.6471,10,MAN,100,Information Technology,0,JPY,NONE,,06/02/26
MODR,Filled,BTIA,Buy,DBB,US,1000,MKT,DAY,1000,26.33601,,,,,,0.246140630295389,406271.8125,,20.1747289293103,0.01,ANY,100,,0,USD,CARE,,06/01/26
MODR,Filled,ICBI,Buy,NVDA,UW,148,MKT,DAY,148,215.87,,,,,,0.000303881320053884,48703224,,44.0791454419663,0.02,AUTO,100,Information Technology,0,USD,NONE,,06/01/26
MODR,Filled,ICBI,Buy,MSFT,UW,15,MKT,DAY,15,465,,,,,,0.000119393177014235,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,06/01/26
MODR,Filled,ICBI,Buy,EEM,US,300,MKT,DAY,300,69.36,,,,,,0.000892991091520871,33594960,,36.6808735913761,0.01,AUTO,100,,0,USD,NONE,,06/01/26
MODR,Filled,BTIA,Buy,3905,JT,300,MKT,DAY,300,5360,,,,,,0.008350753933901,3592490,,176.6471,10,ANY,100,Information Technology,0,JPY,CARE,,06/01/26
MODR,Filled,BTIA,Buy,3905,JT,600,MKT,DAY,600,5570,,,,,,0.016701507867802,3592490,,176.6471,10,ANY,100,Information Technology,0,JPY,CARE,,06/01/26
MODR,Filled,ICBI,Buy,GOOG,UW,72,MKT,DAY,72,381,,,,,,0.000855293387014081,8418164,,32.7753573050057,0.06,AUTO,100,Communication Services,0,USD,NONE,,05/29/26
MODR,Filled,ICBI,Buy,AMZN,UW,109,MKT,DAY,109,271.34,,,,,,0.000745354645552753,14623911,,33.1024499736,0.02,AUTO,100,Consumer Discretionary,0,USD,NONE,,05/29/26
MODR,Filled,ICBI,Buy,MSFT,UW,25,MKT,DAY,25,432.5,,,,,,0.000198988628357058,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,05/29/26
MODR,Filled,ICBI,Buy,NVDA,UW,69,MKT,DAY,69,214.3,,,,,,0.000141674399214311,48703224,,44.0791454419663,0.02,AUTO,100,Information Technology,0,USD,NONE,,05/29/26
MODR,Filled,ICBI,Buy,XLF,UP,486,MKT,DAY,486,51.28,,,,,,0.00524366649245322,9268324,,14.5126717402459,0.01,AUTO,100,,0,USD,NONE,,05/29/26
